year,cds,county_code,district_code,school_code
21,19647336017529,19,64733,6017529
21,19647330112060,19,64733,0112060
21,19647330100677,19,64733,0100677
21,19647330137471,19,64733,0137471
21,19647330117952,19,64733,0117952
21,19647336117048,19,64733,6117048
21,19647330101196,19,64733,0101196
21,19647336121081,19,64733,6121081
21,19647330117937,19,64733,0117937
21,19647330115287,19,64733,0115287
21,19647330121137,19,64733,0121137
21,19647330127985,19,64733,0127985
21,19647330140111,19,64733,0140111
21,19647330123984,19,64733,0123984
21,19647330108910,19,64733,0108910
21,19647330122655,19,64733,0122655
21,19647330123166,19,64733,0123166
21,19647330106351,19,64733,0106351
21,19647330128389,19,64733,0128389
21,19647330115113,19,64733,0115113
21,19647330109884,19,64733,0109884
21,19647336017693,19,64733,6017693
21,19647336017701,19,64733,6017701
21,19647330128512,19,64733,0128512
21,19647330101444,19,64733,0101444
21,19647330121707,19,64733,0121707
21,19647330135517,19,64733,0135517
21,19647330121699,19,64733,0121699
21,19647330131771,19,64733,0131771
21,19647330127670,19,64733,0127670
21,19647330100867,19,64733,0100867
21,19647330125609,19,64733,0125609
21,19647330131797,19,64733,0131797
21,19647330139071,19,64733,0139071
21,19647330117903,19,64733,0117903
21,19647330125625,19,64733,0125625
21,19647330125641,19,64733,0125641
21,19647330129460,19,64733,0129460
21,19647336017743,19,64733,6017743
21,19647330108928,19,64733,0108928
21,19647330137513,19,64733,0137513
21,19647330131904,19,64733,0131904
21,19647336017891,19,64733,6017891
21,19647330110304,19,64733,0110304
21,19647331996610,19,64733,1996610
21,19647330124818,19,64733,0124818
21,19647330137463,19,64733,0137463
21,19647330112235,19,64733,0112235
21,19647330117622,19,64733,0117622
21,19647330117648,19,64733,0117648
21,19647330117655,19,64733,0117655
21,19647330122747,19,64733,0122747
21,19647336018063,19,64733,6018063
21,19647330126136,19,64733,0126136
21,19647330137562,19,64733,0137562
21,19647330114959,19,64733,0114959
21,19647336018204,19,64733,6018204
21,19647336119044,19,64733,6119044
21,19647330102483,19,64733,0102483
21,19647330100289,19,64733,0100289
21,19647336018287,19,64733,6018287
21,19647330102541,19,64733,0102541
21,19647330120071,19,64733,0120071
21,19647330111211,19,64733,0111211
21,19647330128371,19,64733,0128371
21,19647330117614,19,64733,0117614
21,19647330133702,19,64733,0133702
21,19647330117911,19,64733,0117911
21,19647330111484,19,64733,0111484
21,19647330102335,19,64733,0102335
21,19647336097927,19,64733,6097927
21,19647330101675,19,64733,0101675
21,19647330109934,19,64733,0109934
21,19647336018642,19,64733,6018642
21,19647336018634,19,64733,6018634
21,19647331995836,19,64733,1995836
21,19647330122630,19,64733,0122630
21,19647336120489,19,64733,6120489
21,19647330117846,19,64733,0117846
21,19647336058267,19,64733,6058267
21,19647336018725,19,64733,6018725
21,19647336018774,19,64733,6018774
21,19647330107755,19,64733,0107755
21,19647330127936,19,64733,0127936
21,19647330131847,19,64733,0131847
21,19647330133298,19,64733,0133298
21,19647330129619,19,64733,0129619
21,19647336116750,19,64733,6116750
21,19647330124933,19,64733,0124933
21,19647330112201,19,64733,0112201
21,19647330129593,19,64733,0129593
21,19647330102442,19,64733,0102442
21,19647330122606,19,64733,0122606
21,19647330102426,19,64733,0102426
21,19647330133280,19,64733,0133280
21,19647330133272,19,64733,0133272
21,19647336120471,19,64733,6120471
21,19647330101683,19,64733,0101683
21,19647331937226,19,64733,1937226
21,19647330131870,19,64733,0131870
21,19647330136994,19,64733,0136994
21,19647330133868,19,64733,0133868
21,19647330124222,19,64733,0124222
21,19647336018923,19,64733,6018923
21,19647336058150,19,64733,6058150
21,19647336019079,19,64733,6019079
21,19647330139097,19,64733,0139097
21,19647336019111,19,64733,6019111
21,19647336019186,19,64733,6019186
21,19647330137604,19,64733,0137604
21,19647330100669,19,64733,0100669
21,19647330136986,19,64733,0136986
21,19647336019392,19,64733,6019392
21,19647331938554,19,64733,1938554
21,19647330106427,19,64733,0106427
21,19647330117895,19,64733,0117895
21,19647330124560,19,64733,0124560
21,19647331938612,19,64733,1938612
21,19647330122242,19,64733,0122242
21,19647330138305,19,64733,0138305
21,19647330129627,19,64733,0129627
21,19647330134148,19,64733,0134148
21,19647336019525,19,64733,6019525
21,19647336019533,19,64733,6019533
21,19647331938885,19,64733,1938885
21,19647330132027,19,64733,0132027
21,19647330122754,19,64733,0122754
21,19647330122838,19,64733,0122838
21,19647330137612,19,64733,0137612
21,19647330133694,19,64733,0133694
21,19647330127894,19,64733,0127894
21,19647330120022,19,64733,0120022
21,19647336019673,19,64733,6019673
21,19647336019715,19,64733,6019715
21,19647330129866,19,64733,0129866
21,19647330122739,19,64733,0122739
21,19647330139089,19,64733,0139089
21,19647330137521,19,64733,0137521
21,19647330100750,19,64733,0100750
21,19647336114912,19,64733,6114912
21,19647330120527,19,64733,0120527
21,19647336019855,19,64733,6019855
