year,school_code,school_name
21,128462,Taylion High Desert Academy/Adelanto
21,128488,Family First Charter
21,128496,New Opportunities Charter
21,128504,Peak to Peak Mountain Charter
21,128512,KIPP Academy of Innovation
21,128728,Da Vinci Connect
21,128736,Opportunities for Learning - Duarte
21,128777,Gateway College and Career Academy
21,128991,Grace Hopper STEM Academy
21,129007,California Virtual Academy at Sutter
21,129015,Yosemite-Wawona Elementary Charter
21,129023,Stanislaus Alternative Charter
21,129205,KIPP Heritage Academy
21,129213,Alpha: Jose Hernandez
21,129221,MethodSchools
21,129247,ACE Esperanza Middle
21,129270,Animo Mae Jemison Charter Middle
21,129387,Empower Language Academy
21,129395,Elevate Charter
21,129460,KIPP Vida Preparatory Academy
21,129494,Kairos Public School Vacaville Academy
21,129528,Caliber: Beta Academy
21,129577,STREAM Charter
21,129593,PUC Inspire Charter Academy
21,129601,California Connections Academy North Bay
21,129619,PUC Community Charter Elementary
21,129627,TEACH Tech Charter High
21,129635,Downtown Charter Academy
21,129643,Richmond Charter Elementary-Benito Juarez
21,129650,Equitas Academy #3 Charter
21,129668,Motivated Youth Academy
21,129684,Summit Public School K2
21,129718,Downtown College Preparatory Middle
21,129759,Design Tech High
21,129833,Global Education Academy 2
21,129858,Everest Value
21,129866,Village Charter Academy
21,129890,Delta Home Charter
21,129916,Valley View Charter Prep
21,129924,Kipp Prize Preparatory Academy
21,129932,East Bay Innovation Academy
21,129957,Northern Summit Academy Shasta
21,129965,Rising Sun Montessori
21,130534,Circle of Independent Learning
21,130609,Alameda Community Learning Center
21,130617,"Oakland Military Institute, College Preparatory Academy"
21,130625,Alternatives in Action
21,130633,Lighthouse Community Charter
21,130666,Aspire Lionel Wilson College Preparatory Academy
21,130708,Sierra Vista Charter High
21,130724,Success One!
21,130732,Aspire Triumph Technology Academy
21,130757,Highlands Community Charter
21,130765,Magnolia Science Academy Santa Ana
21,130823,EPIC de Cesar Chavez
21,130856,Luis Valdez Leadership Academy
21,130930,Vista Oaks Charter
21,130948,Independence Charter Academy
21,131110,Rocketship Fuerza Community Prep
21,131128,Da Vinci Communications
21,131136,New Joseph Bonnheim (NJB) Community Charter
21,131185,Fusion Charter
21,131383,SIATech Academy South
21,131417,Vibrant Minds Charter
21,131466,Fenton STEM Academy: Elementary Center for Science Technology Engineering and Mathematics
21,131565,High Tech Elementary
21,131581,Oakland Unity Middle
21,131656,ACE Inspire Academy
21,131706,River Charter Schools Lighthouse Charter
21,131722,Fenton Charter Leadership Academy
21,131748,Voices College-Bound Language Academy at Morgan Hill
21,131771,KIPP Ignite Academy
21,131789,NextGeneration STEAM Academy
21,131797,KIPP Promesa Prep
21,131805,The Academy of Alameda Elementary
21,131821,Collegiate Charter High School of Los Angeles
21,131847,Public Policy Charter
21,131870,Resolute Academy Charter
21,131904,Libertas College Preparatory Charter
21,131938,Clear Passage Educational Center
21,131961,Petaluma Accelerated Charter
21,131979,Ingenuity Charter
21,131987,iLEAD Hybrid
21,131995,B. Roberto Cruz Leadership Academy
21,132019,Paseo Grande Charter
21,132027,University Preparatory Value High
21,132050,Delta Bridges Charter
21,132068,KIPP Excelencia Community Preparatory
21,132076,Rocketship Redwood City
21,132084,Alliance Marine - Innovation and Technology 6-12 Complex
21,132100,Aspire Richmond Ca. College Preparatory Academy
21,132118,Aspire Richmond Technology Academy
21,132126,Bert Corona Charter High
21,132183,The New School of San Francisco
21,132233,John Henry High
21,132274,Alpha Cindy Avitia High
21,132282,Ednovate - East College Prep
21,132399,Golden Valley Orchard
21,132415,John McCandless Charter
21,132464,Empowering Possibilities International Charter
21,132472,California Pacific Charter - San Diego
21,132506,Cabrillo Point Academy
21,132514,Francophone Charter School of Oakland
21,132530,Voices College-Bound Language Academy at Mt. Pleasant
21,132555,Conservatory of Vocal/Instrumental Arts High
21,132597,Evergreen Institute of Excellence
21,132605,Valiente College Preparatory Charter
21,132613,Vista Heritage Global Academy
21,132654,California Pacific Charter- Los Angeles
21,132662,Denair Elementary Charter Academy
21,132845,Today's Fresh Start-Compton
21,132910,College and Career Preparatory Academy
21,132928,Anahuacalmecac International University Preparatory of North America
21,132936,Chawanakee Academy Charter
21,132944,Redding STEM Academy
21,132977,Sutter Peak Charter Academy
21,133116,Insight @ San Joaquin
21,133272,PUC Triumph Charter Academy and PUC Triumph Charter High
21,133280,PUC Nueva Esperanza Charter Academy
21,133298,PUC CALS Middle School and Early College High
21,133496,Rocketship Rising Stars
21,133637,Summit Public School: Tamalpais
21,133678,Aspire Benjamin Holt Middle
21,133686,Equitas Academy 4
21,133694,Valor Academy Elementary
21,133702,New Los Angeles Charter Elementary
21,133710,Girls Athletic Leadership School Los Angeles
21,133785,Oxford Preparatory Academy - Saddleback Valley
21,133793,Accelerated Charter High
21,133868,Rise Kohyang High
21,133884,California Collegiate Charter
21,133892,Ballington Academy for the Arts and Sciences - San Bernardino
21,133900,Prepa Tec Los Angeles High
21,133934,Feather River Charter
21,133942,Aspen Meadow Public
21,133959,Unity Middle College High
21,133983,Ednovate - Legacy College Prep.
21,133991,Epiphany Prep Charter
21,134015,Lodestar: A Lighthouse Community Charter Public
21,134023,Animo Florence-Firestone Charter Middle
21,134049,Natomas Pacific Pathways Prep Elementary
21,134056,Orange County Academy of Sciences and Arts
21,134072,Rocketship Futuro Academy
21,134114,Contra Costa School of Performing Arts
21,134122,Redding School of the Arts
21,134148,The City
21,134163,Northcoast Preparatory and Performing Arts Academy
21,134197,Aspire East Palo Alto Charter
21,134205,Arts in Action Community Middle
21,134213,Come Back Butte Charter
21,134221,Kinetic Academy
21,134239,EPIC Charter (Excellence Performance Innovation Citizenship)
21,134254,Pinnacle Academy Charter - Independent Study
21,134262,Caliber: ChangeMakers Academy
21,134288,Scholarship Prep
21,134312,Blue Ridge Academy
21,134338,ISANA Achernar Academy
21,134346,Intellectual Virtues Academy
21,134361,LA's Promise Charter Middle #1
21,134379,Imperial Pathways Charter
21,134403,Lassen-Antelope Volcanic Academy (LAVA)
21,134510,Sherman Thomas STEM Academy
21,134577,Audeo Charter II
21,134585,Pathways Academy Charter Adult Education
21,134619,Empower Generations
21,134841,Orange County Workforce Innovation High
21,134858,California School of the Arts - San Gabriel Valley
21,134890,San Diego Workforce Innovation High
21,134940,Citrus Springs Charter
21,135087,Opportunity Youth Academy
21,135095,Ernest Kimme Charter Academy for Independent Learning
21,135103,Yosemite Valley Charter
21,135145,Compass Charter Schools of Los Angeles
21,135186,Grimmway Academy Shafter
21,135269,Oxford Day Academy
21,135343,Growth Public
21,135350,Ross Valley Charter
21,135368,Alma Fuerte Public
21,135459,Blue Oak Academy
21,135467,Wonderful College Prep Academy - Lost Hills
21,135509,Gabriella Charter 2
21,135517,KIPP Corazon Academy
21,135582,LA's Promise Charter High #1
21,135608,KIPP Valiant Community Prep
21,135616,Crete Academy
21,135624,Tree of Life International Charter
21,135632,WISH Academy High
21,135715,Ednovate - Esperanza College Prep
21,135723,Ednovate - Brio College Prep
21,135756,Thompson Peak Charter
21,135830,PACE Academy Charter
21,135848,Redding Collegiate Academy
21,135863,Global Learning Charter
21,135871,John Adams Academy - Lincoln
21,135889,Stellar Charter
21,135897,Advanced Learning Academy
21,135913,Urban Discovery Academy Charter
21,135921,WISH Community
21,135939,Washington Middle College High
21,135954,ISANA Himalia Academy
21,136028,Delta Keys Charter
21,136036,John Adams Academy - El Dorado Hills
21,136069,Sage Oak Charter
21,136077,Grossmont Secondary
21,136085,Scholarship Prep - Oceanside
21,136101,Connecting Waters Charter - East Bay
21,136119,Animo City of Champions Charter High
21,136127,Sage Oak Charter School- Keppel
21,136135,Delta Charter Online
21,136168,Temecula International Academy
21,136200,Clarksville Charter
21,136226,Opportunity Academy
21,136234,Lemoore Online College Preparatory High
21,136267,Coastal Academy Charter
21,136275,Fortune
21,136283,Team Charter Academy
21,136291,Career Technical Education Charter
21,136408,Sparrow Academy
21,136416,Pacific Coast Academy
21,136424,Arete Charter Academy
21,136432,Alta Vista Innovation High
21,136440,Phoenix Charter Academy
21,136473,Sweetwater Secondary
