year,county_code,district_code,school_code,charter_num,total_enrollment,frpm,foster,tribal_foster_youth,homeless,migrant_program,direct_certification,unduplicated_frpm_eligible_count,english_learner,calpads_upc_count,charter_dummy,school_type_num,ed_option_type_num,nslp_status_num,charter_funding_num,irc_num,low_grade_num,high_grade_num,calpads_fall1_cert_num,cds
22,09,10090,0136036,1880,984,116,3,0,0,0,112,142,29,161,,12,10,,1,1,14,12,1,09100900136036
22,09,10090,0930131,0053,37,36,31,0,0,0,8,36,3,37,,11,7,,2,0,9,12,1,09100900930131
22,09,10090,0000000,,201,36,3,0,0,0,40,43,1,44,,16,,,,,,,1,09100900000000
22,09,61838,0137919,1999,111,12,0,0,0,0,4,12,12,21,,12,10,,2,0,14,12,1,09618380137919
22,09,61838,0111724,0774,487,75,0,0,2,0,60,75,3,78,,6,10,,1,1,14,8,1,09618380111724
22,09,61838,0107227,0665,670,86,1,0,1,0,56,89,17,102,,6,10,,2,0,14,8,1,09618380107227
22,09,61838,0136200,1891,1519,370,1,0,24,0,323,509,22,515,,12,10,,1,1,14,12,1,09618380136200
22,09,61838,0139006,1964,2394,822,1,0,57,0,670,1040,156,1091,,12,10,,1,1,14,12,1,09618380139006
22,09,61838,0129965,1655,138,38,2,0,2,0,31,41,10,50,,6,10,,1,1,14,8,1,09618380129965
22,09,61838,0000000,,3567,606,8,0,10,0,390,611,128,691,,16,,,,,,,1,09618380000000
22,09,61846,0123125,1150,34,5,0,0,0,0,5,5,0,5,,6,10,,1,0,14,8,1,09618460123125
22,09,61846,0000000,,412,183,4,0,11,0,135,189,66,206,,16,,,,,,,1,09618460000000
22,09,61853,0930214,0366,110,22,0,0,2,0,17,22,2,23,,7,10,,2,0,9,12,1,09618530930214
22,09,61853,0000000,,6788,1419,25,1,79,0,1131,1531,140,1608,,16,,,,,,,1,09618530000000
22,09,61879,0000000,,431,159,4,0,16,0,136,168,8,173,,16,,,,,,,1,09618790000000
22,09,61887,0000000,,544,118,4,0,12,0,119,123,11,125,,16,,,,,,,1,09618870000000
22,09,61895,0000000,,18,12,0,0,0,0,9,12,3,12,,16,,,,,,,1,09618950000000
22,09,61903,0000000,,3605,717,11,0,101,0,1326,1555,794,1836,,16,,,,,,,1,09619030000000
22,09,61911,0000000,,159,21,0,0,2,0,21,21,4,21,,16,,,,,,,1,09619110000000
22,09,61929,0000000,,859,411,3,0,53,2,312,418,132,450,,16,,,,,,,1,09619290000000
22,09,61945,0000000,,285,0,1,0,52,0,121,148,8,154,,16,,,,,,,1,09619450000000
22,09,61952,0000000,,1168,661,3,0,57,0,468,664,158,697,,16,,,,,,,1,09619520000000
22,09,61960,0000000,,602,0,1,0,20,0,236,243,14,249,,16,,,,,,,1,09619600000000
22,09,61978,0000000,,3569,314,7,0,9,0,442,643,150,716,,16,,,,,,,1,09619780000000
22,09,61986,0000000,,16,8,0,0,0,0,8,9,0,9,,16,,,,,,,1,09619860000000
22,09,73783,0121566,1176,245,75,1,0,8,0,77,90,0,90,,12,10,,2,0,14,12,1,09737830121566
22,09,73783,0000000,,1044,407,9,0,66,0,325,465,8,468,,16,,,,,,,1,09737830000000
22,10,10108,0119628,1085,555,19,4,0,12,0,268,285,72,329,,12,10,,1,1,14,12,1,10101080119628
22,10,10108,0136291,1850,248,100,1,0,2,1,89,122,7,122,,7,10,7,1,1,9,12,1,10101080136291
